3	20	27	3
5	23	28	1
5	33	26	7
5	37	25	7
7	42	31	3
7	30	26	4
16	53	28	6
16	42	16	4
22	79	21	9
6	41	30	1
9	50	6	6
9	42	11	6
9	40	4	11
9	38	25	6
5	29	15	0
8	36	10	1
5	28	22	4
5	32	31	1
5	25	25	1
5	32	35	3
5	32	20	3
5	16	29	3
5	31	27	6
6	48	29	4
6	37	20	3
7	33	31	7
9	45	31	6
9	44	3	7
9	60	6	6
9	58	27	9
9	9	28	1
9	25	27	1
9	23	22	3
9	37	17	4
9	40	29	3
8	42	3	9
8	37	27	4
6	47	19	6
6	42	29	3
3	15	36	1
8	53	25	4
22	71	16	3
11	31	27	1
8	48	14	7
7	48	30	4
10	56	26	4
10	18	31	1
3	8	34	0
5	34	34	3
6	55	26	4
3	15	26	1
2	11	31	1
6	35	15	9
6	40	24	3
3	15	34	0
3	26	22	1
9	43	31	7
6	30	31	3
6	30	21	3
5	25	29	1
2	11	31	0
2	8	33	0
2	14	32	1
5	42	32	6
5	28	39	3
3	17	38	0
9	27	31	0
9	52	41	3
20	48	31	4
3	42	19	4
5	47	24	1
5	33	36	1
3	11	41	0
3	25	33	4
6	30	28	1
6	23	37	0
5	39	28	4
5	27	31	1
3	36	35	3
3	22	39	0
3	36	33	3
3	21	36	1
3	41	36	7
5	29	26	3
5	34	26	1
3	20	26	1
3	19	34	0
5	42	38	1
8	53	44	3
8	44	44	4
3	29	39	0
3	26	42	1
3	32	44	1
3	38	34	3
3	34	48	3
3	25	43	3
3	22	44	3
3	46	31	4
7	56	46	10
7	41	29	4
5	28	29	1
3	29	28	0
5	48	37	4
6	38	44	3
3	40	29	3
5	43	32	4
5	63	41	4
6	57	22	4
5	42	32	3
2	9	39	1
3	30	44	3
3	37	29	3
5	27	27	0
5	38	34	4
3	41	47	1
6	57	61	6
3	22	54	1
5	37	64	4
3	38	32	3
5	50	42	3
7	49	33	4
7	45	25	4
5	38	36	1
5	30	34	1
3	23	41	1
5	37	23	4
6	36	20	6
6	42	18	1
7	44	34	0
7	50	42	4
5	31	32	1
5	6	40	0
3	26	38	1
3	40	43	0
5	41	39	3
6	52	64	1
5	43	38	3
8	42	29	3
3	21	28	0
6	31	35	0
5	25	61	0
6	50	19	7
6	25	24	0
3	15	25	0
2	6	29	0
3	29	35	0
3	24	44	0
6	48	22	3
6	40	54	0
5	25	90	1
5	29	126	1
3	21	67	3
3	11	43	0
5	42	36	3
3	21	41	0
3	32	31	3
3	35	39	1
5	27	25	0
5	29	28	0
7	60	54	9
8	55	32	7
5	28	44	0
5	36	38	1
8	44	33	1
3	28	34	0
3	21	42	0
5	28	71	3
5	33	47	3
5	41	35	3
3	23	41	1
3	33	49	1
3	24	87	0
3	22	50	3
3	13	34	0
3	26	74	1
3	21	74	1
5	35	54	1
6	44	47	3
3	13	47	0
3	15	54	0
3	27	30	1
3	35	12	1
2	20	25	0
3	17	22	0
3	10	28	0
3	10	39	0
3	12	40	0
3	8	37	0
3	11	50	1
3	23	74	3
3	18	47	0
3	20	43	0
5	22	31	1
3	20	18	0
3	17	26	0
3	15	35	0
5	37	46	0
6	32	71	0
5	29	58	0
3	18	100	0
3	17	61	0
3	23	46	0
3	30	36	1
2	17	45	1
2	13	32	1
3	16	16	0
3	21	44	0
3	21	54	1
3	25	37	1
3	24	50	0
3	23	41	0
3	20	43	0
3	41	29	1
3	20	46	0
3	15	34	1
3	10	30	0
3	31	32	0
6	27	58	1
2	25	33	1
5	30	23	0
5	20	35	0
3	16	39	0
3	24	35	3
5	32	31	1
5	32	31	1
3	10	26	0
6	36	34	0
6	28	43	1
5	31	51	1
6	25	41	1
5	25	42	0
5	37	54	0
5	45	97	1
6	25	28	0
6	17	30	1
6	25	43	1
9	26	44	1
6	17	47	3
6	36	46	1
9	45	24	4
11	33	37	1
5	14	46	0
5	11	50	0
5	23	36	1
5	30	36	4
6	22	35	0
5	20	41	0
5	27	31	1
6	37	36	0
6	31	47	3
6	13	37	1
5	22	27	1
6	20	74	0
7	19	115	0
6	23	39	0
6	17	22	0
2	9	19	0
3	32	34	0
5	24	31	0
3	40	30	3
5	31	36	1
5	43	54	1
6	36	48	1
3	30	31	1
2	8	29	0
3	15	23	0
3	21	31	0
10	40	31	3
11	36	19	3
3	21	19	0
7	32	27	1
10	37	30	3
7	45	33	1
8	49	44	1
6	36	47	1
6	51	38	6
8	65	46	3
8	38	36	3
3	14	36	0
3	29	19	1
3	32	25	0
3	27	23	0
3	20	18	0
3	24	23	0
2	13	31	0
2	21	28	0
5	42	20	6
6	44	17	3
6	42	15	3
3	31	22	0
3	19	26	1
9	69	25	13
3	30	31	1
7	38	30	3
5	39	21	1
6	36	20	1
3	25	23	1
5	30	22	1
6	28	29	3
3	27	25	3
5	37	21	3
8	34	14	1
11	45	10	3
15	54	28	6
5	32	31	0
6	30	28	3
3	11	22	0
7	42	22	3
9	42	23	6
14	60	19	4
5	30	18	0
3	29	24	0
3	25	23	3
3	28	29	1
3	36	23	1
3	25	20	3
5	40	27	1
6	40	20	3
10	52	10	6
10	43	19	4
13	41	16	4
5	41	29	1
2	41	30	0
2	41	30	1
6	33	15	4
5	38	14	3
5	12	26	1
2	9	28	1
3	29	22	4
8	42	19	6
7	27	22	0
3	26	29	1
5	29	21	4
6	40	16	3
7	35	21	3
15	56	1	10
15	45	12	4
11	54	1	10
11	53	0	10
7	25	20	1
3	24	23	1
5	25	20	1
5	28	8	1
6	31	10	3
5	32	19	6
3	28	26	6
7	37	19	6
7	36	14	4
5	22	19	4
5	34	24	4
7	41	5	4
6	37	18	4
19	47	10	6
24	62	5	6
7	40	14	3
7	14	23	3
6	33	25	3
3	19	25	0
3	19	25	1
6	43	15	3
8	37	19	6
9	36	22	6
6	35	20	4
5	33	23	1
3	31	19	4
6	29	15	6
6	26	21	4
3	16	31	0
9	44	23	4
27	81	9	11
10	33	27	6
2	14	27	6
5	30	19	9
10	45	16	10
20	66	1	11
18	54	20	4
3	23	21	1
9	55	4	6
7	46	2	3
9	46	12	6
7	30	14	1
9	51	12	7
11	42	19	4
3	25	18	3
5	34	26	3
3	25	26	4
2	18	29	0
3	36	25	11
3	35	29	6
5	36	21	3
5	51	31	3
11	71	29	6
3	25	28	4
3	37	25	11
6	48	21	7
7	47	15	11
14	67	9	19
28	54	19	3
5	31	18	1
9	65	18	7
9	47	24	3
6	44	29	3
6	43	29	10
5	44	28	9
5	40	23	6
5	39	36	7
5	38	31	3
6	45	16	7
6	34	27	4
10	61	33	14
19	66	34	7
5	18	34	3
9	56	33	6
10	57	19	6
17	81	24	6
7	63	24	4
8	57	24	3
7	53	24	3
10	52	34	3
3	21	36	1
3	42	31	3
5	48	29	4
9	72	33	9
5	48	35	3
9	61	28	7
6	46	37	6
3	31	35	1
5	35	20	9
7	52	31	4
5	42	27	6
5	41	20	4
5	34	44	6
5	27	45	4
7	62	33	7
10	80	46	4
14	82	32	9
5	13	34	0
6	47	28	3
5	26	43	1
3	9	38	0
3	25	29	0
5	43	25	4
5	48	20	1
5	38	39	0
5	46	43	1
6	51	44	3
3	10	38	0
3	23	33	0
7	50	30	4
3	17	38	1
3	21	31	3
6	50	26	1
7	42	24	0
5	11	31	0
3	21	36	0
5	44	34	1
11	55	10	9
14	63	31	6
5	44	22	1
5	25	36	1
3	31	43	4
9	62	25	9
9	61	38	3
3	32	44	0
6	62	44	3
3	47	47	1
3	17	46	1
3	48	50	9
2	22	39	1
2	20	30	1
2	16	37	0
3	34	34	1
3	34	25	3
3	35	45	0
3	47	40	1
6	56	20	6
3	37	45	1
3	12	35	1
1	8	45	0
3	45	31	3
3	23	40	1
2	8	34	0
3	28	40	1
3	25	28	0
5	42	22	0
8	43	42	1
3	26	42	0
3	42	42	3
3	13	39	0
2	9	39	0
2	22	41	0
2	20	34	0
5	48	22	1
5	43	14	3
5	43	39	1
6	35	51	1
7	82	46	14
6	42	24	1
3	29	16	1
5	37	19	4
5	37	19	4
5	37	19	4
5	37	19	4
5	37	19	4
2	14	46	1
3	68	54	6
5	42	19	3
5	49	25	3
6	35	23	1
9	40	37	1
11	34	51	1
5	41	74	6
3	22	19	1
2	23	26	1
3	24	32	1
3	18	32	3
2	17	45	1
3	30	74	0
5	57	54	1
6	39	49	1
5	50	35	3
3	13	20	0
3	24	35	0
5	22	44	1
5	45	30	0
5	41	16	1
5	25	19	1
5	31	13	0
6	43	20	0
3	36	31	0
3	19	26	1
3	28	37	3
3	25	97	1
3	20	43	1
3	33	30	0
2	18	34	0
2	25	40	6
5	29	46	3
3	35	50	1
2	21	38	0
2	24	31	0
2	18	30	0
3	26	40	1
3	27	77	6
3	19	44	1
2	25	47	1
2	13	61	0
3	42	44	0
3	42	47	0
3	28	29	0
2	17	28	1
3	12	49	1
3	14	105	0
3	32	93	0
3	18	77	0
3	51	43	6
3	47	46	4
5	31	58	1
3	10	35	0
3	38	32	0
3	38	29	0
3	20	41	0
3	15	42	0
3	34	43	1
6	37	39	1
3	19	34	3
5	29	100	0
3	39	74	0
2	24	77	1
2	8	31	0
2	13	46	0
3	23	47	0
3	22	47	0
3	27	48	0
2	13	28	0
3	32	37	0
5	34	74	1
3	25	44	3
3	30	49	1
3	30	43	3
5	34	50	0
5	36	112	0
5	16	42	0
3	17	34	1
3	18	33	0
5	33	41	1
6	27	58	1
6	42	43	3
2	29	30	3
3	17	37	0
3	22	40	1
3	24	31	0
3	25	93	3
3	14	43	1
3	19	36	0
3	32	35	3
3	46	49	3
3	56	41	4
3	34	20	0
3	25	21	1
3	28	30	1
5	42	43	0
6	42	41	1
5	44	115	4
5	9	32	0
2	22	36	1
6	31	39	1
3	10	43	0
3	11	41	0
3	21	54	0
5	30	42	1
6	46	64	1
3	42	31	0
3	12	45	0
3	27	34	1
3	19	24	0
3	18	22	0
3	25	25	3
3	21	38	0
2	15	39	0
3	24	21	0
5	33	31	0
5	22	37	0
5	42	33	0
5	46	45	0
5	39	48	0
3	24	27	1
3	37	37	3
5	36	26	3
5	13	26	0
5	38	25	1
6	31	21	0
2	14	18	0
6	42	37	0
16	58	41	3
23	37	47	3
8	54	23	1
6	42	12	1
3	18	14	0
3	30	15	0
3	30	22	1
2	26	24	1
5	25	20	1
8	42	31	4
3	46	32	3
2	26	37	0
3	35	36	3
6	42	22	1
6	26	18	0
6	36	26	1
9	47	22	4
7	38	21	3
3	36	14	4
5	39	30	1
5	25	30	1
3	21	24	0
2	9	28	0
5	45	24	3
10	46	26	1
3	18	21	0
3	14	19	0
3	38	26	0
3	33	39	3
3	20	31	1
6	44	28	1
10	56	18	1
10	37	29	0
7	25	16	0
3	24	19	0
3	16	19	0
2	6	31	0
3	34	31	3
5	53	30	3
7	43	19	1
7	46	10	1
6	25	22	0
3	29	25	1
10	34	21	1
20	63	16	4
13	51	15	4
7	38	19	1
3	26	19	0
3	30	27	0
17	49	32	3
28	53	19	3
15	52	22	1
7	13	27	3
3	29	24	3
6	46	25	1
6	42	26	3
8	40	22	7
9	54	23	9
8	42	28	1
7	32	23	1
7	27	13	3
3	16	19	0
5	36	31	1
7	39	20	4
7	36	23	1
7	30	26	1
7	30	26	1
6	31	17	0
5	31	21	1
7	34	6	1
10	37	19	3
5	8	30	0
5	25	22	3
5	19	25	0
3	10	21	0
3	23	19	1
3	20	24	1
3	10	28	6
3	15	16	0
13	34	12	4
11	34	2	6
8	25	18	1
2	9	19	1
2	16	22	0
3	14	22	0
3	20	16	0
6	32	16	1
5	26	18	0
14	38	15	1
15	35	29	1
6	30	25	3
9	35	19	4
8	24	18	1
5	26	29	0
3	24	21	0
5	31	29	3
5	31	30	3
6	33	24	4
7	36	8	1
6	30	20	0
3	9	31	0
6	31	27	3
6	28	29	4
3	28	25	4
3	27	25	3
3	25	28	4
5	29	19	6
8	35	21	1
6	22	28	1
5	31	14	1
6	33	24	4
6	32	31	6
3	25	26	0
13	45	14	1
9	25	24	1
3	28	26	1
7	46	17	3
6	45	23	1
5	38	22	3
6	34	19	1
3	21	31	1
3	29	31	1
3	11	34	0
5	36	34	1
8	53	14	4
5	42	34	1
2	20	36	1
6	39	25	4
6	38	31	1
6	46	31	3
13	73	8	4
13	44	33	1
5	42	26	7
17	53	14	7
20	48	17	6
5	42	23	1
3	21	28	0
6	43	31	1
6	35	27	3
5	42	33	1
8	45	25	1
6	8	32	1
3	21	33	0
6	45	30	3
11	53	27	11
5	17	31	3
3	36	30	1
7	45	22	3
8	48	23	3
7	26	32	1
5	30	21	1
7	51	34	3
6	33	24	4
5	30	32	3
6	47	35	3
9	53	26	7
6	37	40	3
6	42	20	1
7	39	16	0
7	27	27	0
5	38	28	1
6	42	35	6
8	58	45	1
9	55	42	3
22	76	5	3
8	43	42	1
5	20	40	0
5	36	26	1
6	47	19	0
5	13	34	0
7	50	28	3
7	41	35	1
3	18	36	0
6	43	39	0
6	48	19	1
5	32	32	3
5	11	36	0
3	13	35	0
5	45	31	1
15	65	15	6
11	49	21	3
7	23	30	0
3	9	33	0
3	26	40	1
3	25	32	1
5	27	31	0
6	48	41	0
14	52	48	1
5	21	31	1
5	35	36	0
6	32	41	1
9	56	30	3
7	46	21	1
3	25	28	0
5	36	25	0
6	45	16	1
3	26	43	0
6	49	43	1
6	51	39	6
7	50	30	0
7	33	44	0
3	47	37	1
5	35	34	0
7	40	71	0
2	14	37	0
5	40	25	0
5	42	41	0
6	60	43	3
2	21	33	0
2	8	37	0
3	20	36	0
3	11	41	0
2	12	34	0
2	12	44	0
2	32	44	1
3	25	28	0
2	31	25	1
3	37	31	1
3	24	43	1
5	42	90	1
6	77	61	3
6	42	36	1
6	46	41	1
5	47	45	1
3	43	17	1
3	18	26	0
3	24	25	1
3	16	51	0
2	8	35	0
2	32	48	1
5	36	49	1
5	34	37	3
5	45	58	0
5	28	26	0
5	51	31	3
3	8	33	0
3	25	28	0
2	10	46	0
3	25	43	0
3	21	87	0
3	11	77	0
2	11	100	0
3	28	30	0
3	14	51	0
3	38	29	1
3	40	29	0
3	19	30	0
3	18	16	0
3	21	13	0
3	20	24	0
3	24	19	0
5	38	18	1
5	37	41	0
5	15	35	1
2	21	38	0
3	16	50	0
3	27	67	0
5	16	105	0
6	32	49	1
3	32	43	0
6	38	101	0
5	35	27	0
5	40	26	1
3	22	31	1
3	27	26	0
3	22	39	0
5	21	22	0
3	24	32	0
3	22	50	0
5	22	44	0
2	11	37	0
3	25	41	0
3	18	46	0
3	15	28	0
2	9	29	0
3	26	31	0
5	35	34	1
3	23	61	0
5	35	32	1
5	23	46	0
3	21	45	1
6	34	44	1
6	20	37	0
3	28	47	0
5	19	34	0
5	30	27	0
3	21	38	0
5	18	51	0
5	14	44	0
5	43	44	3
5	42	26	0
6	40	32	0
3	24	47	0
3	25	41	0
3	11	42	0
3	11	54	0
3	17	51	0
3	23	46	1
3	16	35	0
3	19	39	0
3	21	39	0
5	27	49	0
3	8	67	0
3	17	47	0
5	25	74	0
6	35	112	0
3	20	39	0
5	37	37	0
5	18	48	1
3	23	43	0
3	19	67	0
3	24	50	1
5	25	45	0
3	20	38	0
2	27	36	0
5	29	38	1
5	13	34	0
2	24	21	0
3	16	29	0
3	12	32	0
5	37	39	0
6	33	48	1
3	21	71	0
5	32	67	0
5	25	97	1
3	30	44	0
2	16	23	0
2	18	18	0
2	10	44	0
3	19	46	0
3	16	41	0
3	20	77	0
3	14	80	0
2	13	44	0
2	12	31	0
5	25	33	0
8	24	67	1
3	14	67	1
5	22	51	1
5	31	64	1
6	41	67	0
6	41	84	0
6	19	34	0
3	20	31	0
5	17	42	1
3	14	64	1
3	22	112	1
3	25	31	0
3	23	22	0
6	42	31	0
7	26	33	0
2	6	25	0
3	22	26	1
5	30	47	0
6	34	80	0
8	41	108	0
8	50	50	1
5	25	35	0
2	7	29	0
2	21	25	0
3	21	23	0
5	43	33	0
6	33	36	1
3	29	21	0
3	20	26	0
3	25	23	0
3	31	17	1
3	29	16	1
2	11	19	0
2	13	14	0
2	9	16	0
2	6	15	0
2	10	25	0
5	32	23	0
6	28	27	0
6	28	27	0
6	27	14	1
3	27	30	0
5	34	26	0
5	26	31	1
5	36	31	1
5	43	22	1
3	21	12	1
3	26	23	0
3	26	30	0
3	23	21	0
3	13	24	0
3	27	24	0
5	25	28	0
8	55	18	3
8	33	30	1
5	33	31	0
3	17	16	0
2	8	21	0
7	29	17	0
7	27	11	1
