3	27	18	0
2	18	28	0
3	24	20	0
6	28	17	0
6	24	21	0
14	38	19	1
20	42	16	3
17	42	22	1
7	44	10	1
7	19	20	0
3	14	23	0
13	30	26	1
20	44	15	3
9	40	19	1
5	30	20	0
5	31	19	1
3	16	26	0
3	19	28	0
5	28	22	3
10	43	30	3
6	31	17	1
9	32	19	1
2	26	21	0
3	22	29	0
7	37	21	3
7	18	26	0
2	20	27	0
7	35	16	1
13	46	12	1
16	37	18	1
17	38	19	1
6	25	11	1
3	16	19	0
5	31	14	0
5	33	8	0
13	39	6	1
7	14	21	0
6	27	20	0
10	28	14	1
23	37	12	3
9	35	12	4
13	31	15	1
22	51	17	7
7	39	22	1
11	43	7	1
17	48	8	4
18	48	6	3
8	34	26	1
3	11	27	0
3	25	15	0
7	36	5	1
7	19	20	0
3	25	25	1
5	30	28	0
9	37	10	1
9	37	9	1
11	32	8	1
9	28	15	1
13	25	22	1
10	21	29	0
5	24	21	0
3	20	21	0
6	26	18	0
8	28	0	0
7	23	18	0
